order_id,order_date,customer_id,product_id,quantity,unit_price,order_value,invoice_id,invoice_date
57,2025-05-24,21,27,2,101.8,203.6,57,2025-05-26
58,2025-07-31,13,36,15,52.32,784.8,58,2025-08-02
59,2025-09-28,16,48,7,70.27,491.89,59,2025-10-05
60,2025-08-07,94,28,20,106.07,2121.4,60,2025-08-16
61,2025-02-06,78,10,6,27.7,166.2,61,2025-02-12
62,2025-09-11,54,42,20,45.18,903.6,62,2025-09-20
63,2025-01-26,90,2,13,83.64,1087.32,63,2025-01-29
64,2025-06-29,21,40,13,117.18,1523.34,64,2025-07-02
65,2025-08-17,71,13,2,112.97,225.94,65,2025-08-22
66,2025-04-14,66,44,1,50.09,50.09,66,2025-04-20
67,2025-07-17,12,12,8,36.12,288.96,67,2025-07-18
68,2025-11-13,74,22,17,109.61,1863.37,68,2025-11-14
69,2025-03-18,18,14,15,100.81,1512.15,69,2025-03-19
70,2025-03-01,27,18,11,38.66,425.26,70,2025-03-03
71,2025-08-28,76,5,14,110.76,1550.64,71,2025-08-29
72,2025-12-22,50,31,1,61.74,61.74,72,2025-12-25
73,2025-09-17,19,15,4,83.34,333.36,73,2025-09-24
74,2025-06-04,34,18,10,38.66,386.6,74,2025-06-13
75,2025-01-22,79,21,6,100.74,604.44,75,2025-01-26
76,2025-10-03,67,9,11,42.88,471.68,76,2025-10-12
77,2025-09-01,30,9,14,42.88,600.32,77,2025-09-05
78,2025-04-20,60,39,13,56.36,732.68,78,2025-04-23
79,2025-03-16,38,38,9,90.3,812.7,79,2025-03-25
80,2025-08-29,21,14,12,100.81,1209.72,80,2025-09-02
81,2025-09-13,54,18,6,38.66,231.96,81,2025-09-20
82,2025-07-18,63,36,4,52.32,209.28,82,2025-07-26
83,2025-09-07,66,24,1,31.01,31.01,83,2025-09-15
84,2025-10-17,80,49,15,25.15,377.25,84,2025-10-19
85,2025-05-14,95,46,7,23.69,165.83,85,2025-05-17
86,2025-05-17,39,39,3,56.36,169.08,86,2025-05-26
87,2025-04-30,3,49,19,25.15,477.85,87,2025-05-04
88,2025-09-19,97,48,2,70.27,140.54,88,2025-09-20
89,2025-12-28,32,19,16,109.26,1748.16,89,2026-01-01
90,2025-10-20,1,30,11,71.07,781.77,90,2025-10-22
91,2025-12-28,18,48,7,70.27,491.89,91,2026-01-03
92,2025-05-31,91,38,20,90.3,1806.0,92,2025-06-08
93,2025-06-29,8,9,13,42.88,557.44,93,2025-07-07
94,2025-01-13,91,17,16,100.37,1605.92,94,2025-01-16
95,2025-01-29,44,23,11,51.8,569.8,95,2025-02-07
96,2025-11-05,25,13,20,112.97,2259.4,96,2025-11-12
97,2025-11-25,62,6,2,44.93,89.86,97,2025-11-28
98,2025-02-26,6,16,3,107.15,321.45,98,2025-02-27
99,2025-12-29,17,32,12,42.21,506.52,99,2026-01-05
100,2025-08-21,96,11,12,48.98,587.76,100,2025-08-26
101,2025-12-06,61,49,16,25.15,402.4,101,2025-12-12
102,2025-10-12,52,10,18,27.7,498.6,102,2025-10-21
103,2025-10-09,60,39,1,56.36,56.36,103,2025-10-13
104,2025-05-16,100,30,19,71.07,1350.33,104,2025-05-19
105,2025-02-05,40,14,12,100.81,1209.72,105,2025-02-07
106,2025-12-13,74,43,11,69.72,766.92,106,2025-12-20
107,2025-10-24,27,22,2,109.61,219.22,107,2025-10-29
108,2025-12-03,53,24,11,31.01,341.11,108,2025-12-12
109,2025-08-11,4,27,11,101.8,1119.8,109,2025-08-15
110,2025-05-26,62,38,8,90.3,722.4,110,2025-06-02
111,2025-10-11,44,33,6,31.99,191.94,111,2025-10-20
112,2025-11-10,4,6,10,44.93,449.3,112,2025-11-18
113,2025-06-30,70,37,19,71.88,1365.72,113,2025-07-04
114,2025-04-20,36,33,1,31.99,31.99,114,2025-04-26
115,2025-05-11,57,24,12,31.01,372.12,115,2025-05-16
116,2025-09-11,82,18,6,38.66,231.96,116,2025-09-19
117,2025-11-23,43,30,18,71.07,1279.26,117,2025-11-28
118,2025-03-25,98,42,2,45.18,90.36,118,2025-03-28
119,2025-08-17,36,16,2,107.15,214.3,119,2025-08-18
120,2025-01-31,75,3,11,51.44,565.84,120,2025-02-08
121,2025-09-22,97,1,3,23.14,69.42,121,2025-09-28
122,2025-07-09,12,22,12,109.61,1315.32,122,2025-07-15
123,2025-12-07,94,29,16,20.7,331.2,123,2025-12-15
124,2025-11-09,79,10,6,27.7,166.2,124,2025-11-12
125,2025-07-12,87,3,11,51.44,565.84,125,2025-07-17
126,2025-06-02,17,15,20,83.34,1666.8,126,2025-06-11
127,2025-01-23,21,7,9,61.04,549.36,127,2025-01-29
128,2025-06-03,89,16,1,107.15,107.15,128,2025-06-05
129,2025-08-10,6,45,11,48.48,533.28,129,2025-08-19
130,2025-02-24,35,25,2,42.79,85.58,130,2025-03-01
131,2025-07-01,79,37,9,71.88,646.92,131,2025-07-04
132,2025-12-09,50,24,9,31.01,279.09,132,2025-12-15
133,2025-10-03,95,28,19,106.07,2015.33,133,2025-10-10
134,2025-12-18,60,27,15,101.8,1527.0,134,2025-12-27
135,2025-06-30,23,30,8,71.07,568.56,135,2025-07-06
136,2025-09-05,30,24,3,31.01,93.03,136,2025-09-13
137,2025-02-16,40,49,15,25.15,377.25,137,2025-02-23
138,2025-06-12,29,33,17,31.99,543.83,138,2025-06-14
139,2025-05-04,28,44,2,50.09,100.18,139,2025-05-12
140,2025-05-05,90,9,19,42.88,814.72,140,2025-05-12
141,2025-07-25,29,39,18,56.36,1014.48,141,2025-07-31
142,2025-09-26,91,35,17,114.29,1942.93,142,2025-09-29
143,2025-06-14,26,16,12,107.15,1285.8,143,2025-06-16
144,2025-07-16,46,14,13,100.81,1310.53,144,2025-07-21
145,2025-01-22,81,29,6,20.7,124.2,145,2025-01-23
146,2025-03-05,63,21,13,100.74,1309.62,146,2025-03-06
147,2025-10-02,89,44,7,50.09,350.63,147,2025-10-06
148,2025-06-14,94,6,19,44.93,853.67,148,2025-06-17
149,2025-04-22,57,26,2,62.71,125.42,149,2025-04-23
150,2025-08-30,46,14,16,100.81,1612.96,150,2025-09-01
151,2025-06-04,51,8,16,95.56,1528.96,151,2025-06-06
152,2025-02-26,73,3,12,51.44,617.28,152,2025-03-03
153,2025-12-18,22,23,3,51.8,155.4,153,2025-12-23
154,2025-03-08,93,42,4,45.18,180.72,154,2025-03-09
155,2025-09-06,24,21,20,100.74,2014.8,155,2025-09-14
156,2025-12-05,69,46,11,23.69,260.59,156,2025-12-06
157,2025-01-05,48,29,14,20.7,289.8,157,2025-01-10
158,2025-06-30,32,33,3,31.99,95.97,158,2025-07-07
159,2025-05-23,34,3,18,51.44,925.92,159,2025-05-26
160,2025-09-26,33,5,7,110.76,775.32,160,2025-10-02
161,2025-06-09,68,30,17,71.07,1208.19,161,2025-06-17
162,2025-09-10,41,38,19,90.3,1715.7,162,2025-09-15
163,2025-01-18,26,22,12,109.61,1315.32,163,2025-01-26
164,2025-09-01,87,18,16,38.66,618.56,164,2025-09-03
165,2025-06-06,94,44,7,50.09,350.63,165,2025-06-13
166,2025-07-14,95,35,19,114.29,2171.51,166,2025-07-19
167,2025-02-16,73,45,15,48.48,727.2,167,2025-02-20
168,2025-04-15,64,27,9,101.8,916.2,168,2025-04-19
169,2025-10-09,17,10,8,27.7,221.6,169,2025-10-18
170,2025-03-09,63,6,13,44.93,584.09,170,2025-03-16
171,2025-05-27,83,12,19,36.12,686.28,171,2025-06-02
172,2025-06-21,87,23,8,51.8,414.4,172,2025-06-27
173,2025-07-30,52,16,19,107.15,2035.85,173,2025-08-07
174,2025-08-16,56,20,18,73.93,1330.74,174,2025-08-19
175,2025-05-28,29,9,2,42.88,85.76,175,2025-06-01
176,2025-11-08,3,30,2,71.07,142.14,176,2025-11-13
177,2025-03-28,92,29,8,20.7,165.6,177,2025-04-02
178,2025-07-04,49,12,10,36.12,361.2,178,2025-07-05
179,2025-08-30,45,2,3,83.64,250.92,179,2025-09-08
180,2025-06-05,99,30,4,71.07,284.28,180,2025-06-10
181,2025-12-13,52,29,8,20.7,165.6,181,2025-12-20
182,2025-02-19,60,13,1,112.97,112.97,182,2025-02-27
183,2025-11-27,67,16,2,107.15,214.3,183,2025-11-30
184,2025-04-09,69,44,17,50.09,851.53,184,2025-04-16
185,2025-09-01,67,20,18,73.93,1330.74,185,2025-09-08
186,2025-05-28,7,7,10,61.04,610.4,186,2025-06-06
187,2025-08-07,82,19,6,109.26,655.56,187,2025-08-16
188,2025-10-08,41,27,11,101.8,1119.8,188,2025-10-13
189,2025-12-21,70,10,16,27.7,443.2,189,2025-12-29
190,2025-09-29,6,16,17,107.15,1821.55,190,2025-10-08
191,2025-12-05,21,11,15,48.98,734.7,191,2025-12-09
192,2025-07-26,2,25,11,42.79,470.69,192,2025-08-03
193,2025-02-27,54,25,5,42.79,213.95,193,2025-03-01
194,2025-03-22,60,25,17,42.79,727.43,194,2025-03-27
195,2025-06-22,30,44,6,50.09,300.54,195,2025-06-23
196,2025-09-09,58,42,13,45.18,587.34,196,2025-09-16
197,2025-08-22,91,27,10,101.8,1018.0,197,2025-08-23
198,2025-07-11,70,17,6,100.37,602.22,198,2025-07-17
199,2025-12-31,23,50,18,47.86,861.48,199,2026-01-02
200,2025-12-30,7,4,1,70.86,70.86,200,2026-01-08
201,2025-01-14,28,43,3,69.72,209.16,201,2025-01-17
202,2025-04-17,57,35,18,114.29,2057.22,202,2025-04-18
203,2025-07-05,20,4,5,70.86,354.3,203,2025-07-11
204,2025-08-09,91,28,7,106.07,742.49,204,2025-08-16
205,2025-02-06,5,21,14,100.74,1410.36,205,2025-02-12
206,2025-11-14,91,23,16,51.8,828.8,206,2025-11-20
207,2025-12-17,93,45,15,48.48,727.2,207,2025-12-23
208,2025-06-10,79,8,15,95.56,1433.4,208,2025-06-17
209,2025-01-15,45,25,11,42.79,470.69,209,2025-01-23
210,2025-01-23,73,34,8,53.76,430.08,210,2025-01-26
211,2025-04-11,57,31,19,61.74,1173.06,211,2025-04-19
212,2025-05-27,35,48,16,70.27,1124.32,212,2025-06-03
213,2025-06-21,41,48,2,70.27,140.54,213,2025-06-23
214,2025-05-18,62,35,12,114.29,1371.48,214,2025-05-19
215,2025-04-08,4,21,12,100.74,1208.88,215,2025-04-17
216,2025-10-03,68,2,17,83.64,1421.88,216,2025-10-09
217,2025-06-30,82,45,5,48.48,242.4,217,2025-07-03
218,2025-08-07,20,46,3,23.69,71.07,218,2025-08-14
219,2025-03-20,82,17,14,100.37,1405.18,219,2025-03-21
220,2025-07-25,68,20,1,73.93,73.93,220,2025-07-28
221,2025-12-09,40,20,6,73.93,443.58,221,2025-12-16
222,2025-08-07,37,32,2,42.21,84.42,222,2025-08-09
223,2025-10-26,10,26,5,62.71,313.55,223,2025-11-03
224,2025-02-01,65,42,1,45.18,45.18,224,2025-02-08
225,2025-04-11,47,22,2,109.61,219.22,225,2025-04-14
226,2025-11-22,58,46,12,23.69,284.28,226,2025-11-30
227,2025-06-27,37,38,15,90.3,1354.5,227,2025-07-05
228,2025-06-15,70,50,9,47.86,430.74,228,2025-06-19
229,2025-02-27,74,21,12,100.74,1208.88,229,2025-03-07
230,2025-11-04,10,7,13,61.04,793.52,230,2025-11-08
231,2025-06-20,46,50,1,47.86,47.86,231,2025-06-24
232,2025-02-07,52,39,2,56.36,112.72,232,2025-02-09
233,2025-12-12,30,23,12,51.8,621.6,233,2025-12-19
234,2025-11-06,26,14,14,100.81,1411.34,234,2025-11-15
235,2025-05-15,11,18,3,38.66,115.98,235,2025-05-16
236,2025-06-04,2,34,2,53.76,107.52,236,2025-06-06
237,2025-05-06,47,15,12,83.34,1000.08,237,2025-05-09
238,2025-08-24,13,44,11,50.09,550.99,238,2025-08-26
239,2025-08-10,83,2,15,83.64,1254.6,239,2025-08-19
240,2025-09-05,70,11,14,48.98,685.72,240,2025-09-12
241,2025-10-08,32,30,8,71.07,568.56,241,2025-10-11
242,2025-07-06,85,22,13,109.61,1424.93,242,2025-07-14
243,2025-01-30,80,35,6,114.29,685.74,243,2025-02-03
244,2025-12-14,87,39,18,56.36,1014.48,244,2025-12-23
245,2025-12-29,38,37,9,71.88,646.92,245,2025-12-30
246,2025-04-11,12,22,16,109.61,1753.76,246,2025-04-15
247,2025-03-31,2,46,2,23.69,47.38,247,2025-04-06
248,2025-05-18,62,4,2,70.86,141.72,248,2025-05-25
249,2025-05-04,76,46,15,23.69,355.35,249,2025-05-12
250,2025-01-18,48,39,7,56.36,394.52,250,2025-01-19
251,2025-05-24,34,15,1,83.34,83.34,251,2025-05-28
252,2025-08-22,47,40,1,117.18,117.18,252,2025-08-30
253,2025-03-05,8,46,1,23.69,23.69,253,2025-03-13
254,2025-11-22,18,11,16,48.98,783.68,254,2025-12-01
255,2025-10-17,78,24,11,31.01,341.11,255,2025-10-20
256,2025-02-03,43,30,7,71.07,497.49,256,2025-02-07
257,2025-02-15,44,39,16,56.36,901.76,257,2025-02-23
258,2025-02-22,56,35,12,114.29,1371.48,258,2025-02-24
259,2025-05-27,12,37,15,71.88,1078.2,259,2025-06-03
260,2025-06-22,34,44,20,50.09,1001.8,260,2025-06-23
261,2025-03-03,16,14,13,100.81,1310.53,261,2025-03-05
262,2025-05-07,74,9,2,42.88,85.76,262,2025-05-15
263,2025-01-26,6,16,13,107.15,1392.95,263,2025-02-02
264,2025-01-31,50,46,9,23.69,213.21,264,2025-02-08
265,2025-10-21,31,23,19,51.8,984.2,265,2025-10-23
266,2025-07-07,14,40,7,117.18,820.26,266,2025-07-10
267,2025-11-30,10,2,19,83.64,1589.16,267,2025-12-04
268,2025-06-24,42,14,11,100.81,1108.91,268,2025-06-25
269,2025-04-23,92,2,6,83.64,501.84,269,2025-04-30
270,2025-05-21,66,43,15,69.72,1045.8,270,2025-05-28
271,2025-09-24,19,31,6,61.74,370.44,271,2025-09-25
272,2025-03-22,49,35,17,114.29,1942.93,272,2025-03-30
273,2025-03-02,15,36,10,52.32,523.2,273,2025-03-08
274,2025-02-08,10,12,16,36.12,577.92,274,2025-02-09
275,2025-05-21,1,20,10,73.93,739.3,275,2025-05-25
276,2025-06-04,41,47,17,80.96,1376.32,276,2025-06-09
277,2025-10-17,45,23,17,51.8,880.6,277,2025-10-20
278,2025-01-05,29,26,17,62.71,1066.07,278,2025-01-11
279,2025-12-09,34,22,18,109.61,1972.98,279,2025-12-13
280,2025-10-21,36,9,11,42.88,471.68,280,2025-10-28
281,2025-06-11,100,50,1,47.86,47.86,281,2025-06-15
282,2025-04-07,86,48,20,70.27,1405.4,282,2025-04-09
283,2025-08-19,5,41,7,116.24,813.68,283,2025-08-24
284,2025-05-31,42,1,2,23.14,46.28,284,2025-06-06
285,2025-10-25,92,1,7,23.14,161.98,285,2025-10-29
286,2025-02-01,60,43,20,69.72,1394.4,286,2025-02-05
287,2025-03-22,44,41,19,116.24,2208.56,287,2025-03-28
288,2025-04-25,77,5,15,110.76,1661.4,288,2025-04-29
289,2025-04-16,52,15,14,83.34,1166.76,289,2025-04-21
290,2025-06-13,95,20,18,73.93,1330.74,290,2025-06-21
291,2025-01-04,76,4,4,70.86,283.44,291,2025-01-10
292,2025-11-02,22,17,14,100.37,1405.18,292,2025-11-09
293,2025-11-15,74,9,8,42.88,343.04,293,2025-11-17
294,2025-12-13,6,27,7,101.8,712.6,294,2025-12-14
295,2025-04-15,61,11,19,48.98,930.62,295,2025-04-20
296,2025-06-09,44,32,15,42.21,633.15,296,2025-06-10
297,2025-12-27,42,14,18,100.81,1814.58,297,2026-01-05
298,2025-10-15,26,17,14,100.37,1405.18,298,2025-10-23
299,2025-08-25,84,14,12,100.81,1209.72,299,2025-08-31
300,2025-12-02,40,29,18,20.7,372.6,300,2025-12-08
301,2025-05-18,81,1,8,23.14,185.12,301,2025-05-24
302,2025-03-30,92,12,17,36.12,614.04,302,2025-04-05
303,2025-02-22,37,23,15,51.8,777.0,303,2025-02-24
304,2025-11-12,92,49,11,25.15,276.65,304,2025-11-14
305,2025-10-31,38,10,13,27.7,360.1,305,2025-11-01
306,2025-12-30,94,31,6,61.74,370.44,306,2026-01-08
307,2025-03-25,81,24,5,31.01,155.05,307,2025-04-01
308,2025-04-01,34,38,8,90.3,722.4,308,2025-04-10
309,2025-09-23,30,28,17,106.07,1803.19,309,2025-09-24
310,2025-02-17,43,26,7,62.71,438.97,310,2025-02-19
311,2025-12-10,54,3,13,51.44,668.72,311,2025-12-19
312,2025-10-31,74,47,17,80.96,1376.32,312,2025-11-09
313,2025-01-18,80,43,6,69.72,418.32,313,2025-01-22
314,2025-08-03,47,14,5,100.81,504.05,314,2025-08-05
315,2025-09-21,86,32,7,42.21,295.47,315,2025-09-23
316,2025-03-18,5,16,3,107.15,321.45,316,2025-03-25
317,2025-11-03,48,18,7,38.66,270.62,317,2025-11-11
318,2025-12-16,26,37,13,71.88,934.44,318,2025-12-25
319,2025-06-27,66,3,10,51.44,514.4,319,2025-07-01
320,2025-08-05,62,14,1,100.81,100.81,320,2025-08-09
321,2025-02-02,95,2,15,83.64,1254.6,321,2025-02-07
322,2025-03-22,43,45,16,48.48,775.68,322,2025-03-28
323,2025-06-03,18,43,19,69.72,1324.68,323,2025-06-07
324,2025-10-14,65,36,5,52.32,261.6,324,2025-10-20
325,2025-08-10,9,34,11,53.76,591.36,325,2025-08-13
326,2025-09-11,36,46,6,23.69,142.14,326,2025-09-12
327,2025-02-25,93,2,18,83.64,1505.52,327,2025-02-26
328,2025-08-11,86,26,11,62.71,689.81,328,2025-08-17
329,2025-09-28,55,26,6,62.71,376.26,329,2025-10-06
330,2025-02-04,17,41,10,116.24,1162.4,330,2025-02-12
331,2025-02-01,75,14,7,100.81,705.67,331,2025-02-10
332,2025-11-30,77,43,18,69.72,1254.96,332,2025-12-05
333,2025-09-12,11,10,19,27.7,526.3,333,2025-09-18
334,2025-06-29,48,39,4,56.36,225.44,334,2025-07-05
335,2025-05-05,42,10,20,27.7,554.0,335,2025-05-06
336,2025-02-11,75,50,13,47.86,622.18,336,2025-02-14
337,2025-08-03,30,37,9,71.88,646.92,337,2025-08-06
338,2025-09-23,67,22,13,109.61,1424.93,338,2025-10-02
339,2025-05-27,45,45,7,48.48,339.36,339,2025-06-02
340,2025-07-24,27,33,14,31.99,447.86,340,2025-07-30
341,2025-08-31,17,14,6,100.81,604.86,341,2025-09-05
342,2025-07-25,35,30,1,71.07,71.07,342,2025-08-03
343,2025-09-07,16,25,15,42.79,641.85,343,2025-09-15
344,2025-01-02,61,25,16,42.79,684.64,344,2025-01-10
345,2025-08-26,94,15,9,83.34,750.06,345,2025-09-03
346,2025-01-16,27,47,1,80.96,80.96,346,2025-01-19
347,2025-02-26,72,11,19,48.98,930.62,347,2025-03-02
348,2025-12-29,12,15,5,83.34,416.7,348,2025-12-30
349,2025-01-31,1,39,7,56.36,394.52,349,2025-02-07
350,2025-02-18,31,31,13,61.74,802.62,350,2025-02-24
351,2025-08-13,22,50,11,47.86,526.46,351,2025-08-17
352,2025-08-22,71,15,9,83.34,750.06,352,2025-08-24
353,2025-04-26,93,49,14,25.15,352.1,353,2025-04-30
354,2025-02-11,76,6,3,44.93,134.79,354,2025-02-13
355,2025-04-25,31,8,7,95.56,668.92,355,2025-04-26
356,2025-06-01,17,11,16,48.98,783.68,356,2025-06-09
357,2025-09-15,89,26,5,62.71,313.55,357,2025-09-24
358,2025-06-06,15,18,5,38.66,193.3,358,2025-06-08
359,2025-09-06,27,24,7,31.01,217.07,359,2025-09-10
360,2025-05-28,54,45,2,48.48,96.96,360,2025-06-04
361,2025-03-08,52,34,12,53.76,645.12,361,2025-03-17
362,2025-11-11,59,5,13,110.76,1439.88,362,2025-11-18
363,2025-02-23,12,44,14,50.09,701.26,363,2025-03-02
364,2025-10-04,57,19,10,109.26,1092.6,364,2025-10-11
365,2025-12-10,3,10,7,27.7,193.9,365,2025-12-15
366,2025-04-01,29,35,9,114.29,1028.61,366,2025-04-05
367,2025-05-24,20,14,11,100.81,1108.91,367,2025-05-29
368,2025-02-09,60,26,15,62.71,940.65,368,2025-02-12
369,2025-03-05,90,13,7,112.97,790.79,369,2025-03-11
370,2025-03-18,82,25,18,42.79,770.22,370,2025-03-22
371,2025-06-05,71,39,14,56.36,789.04,371,2025-06-12
372,2025-01-17,70,30,13,71.07,923.91,372,2025-01-26
373,2025-10-21,39,34,4,53.76,215.04,373,2025-10-26
374,2025-10-15,41,5,16,110.76,1772.16,374,2025-10-16
375,2025-04-24,64,10,15,27.7,415.5,375,2025-05-01
376,2025-01-14,71,43,19,69.72,1324.68,376,2025-01-17
377,2025-11-28,66,21,7,100.74,705.18,377,2025-12-02
378,2025-11-17,97,37,1,71.88,71.88,378,2025-11-18
379,2025-02-13,45,7,13,61.04,793.52,379,2025-02-17
380,2025-04-01,8,7,16,61.04,976.64,380,2025-04-05
381,2025-06-21,92,43,18,69.72,1254.96,381,2025-06-22
382,2025-04-12,77,11,15,48.98,734.7,382,2025-04-18
383,2025-05-18,73,24,14,31.01,434.14,383,2025-05-23
384,2025-05-05,29,20,20,73.93,1478.6,384,2025-05-11
385,2025-12-25,49,48,12,70.27,843.24,385,2026-01-03
386,2025-01-03,95,5,10,110.76,1107.6,386,2025-01-10
387,2025-12-10,4,41,11,116.24,1278.64,387,2025-12-12
388,2025-12-12,17,31,3,61.74,185.22,388,2025-12-17
389,2025-06-28,89,1,1,23.14,23.14,389,2025-07-07
390,2025-07-08,84,25,6,42.79,256.74,390,2025-07-17
391,2025-02-11,1,49,10,25.15,251.5,391,2025-02-16
392,2025-08-10,62,29,10,20.7,207.0,392,2025-08-17
393,2025-07-07,47,9,3,42.88,128.64,393,2025-07-15
394,2025-03-05,7,17,7,100.37,702.59,394,2025-03-07
395,2025-08-31,56,6,13,44.93,584.09,395,2025-09-03
396,2025-08-17,51,47,2,80.96,161.92,396,2025-08-25
397,2025-01-23,31,21,18,100.74,1813.32,397,2025-01-24
398,2025-04-12,69,29,13,20.7,269.1,398,2025-04-15
399,2025-04-20,82,48,5,70.27,351.35,399,2025-04-22
400,2025-12-24,76,22,9,109.61,986.49,400,2025-12-28
401,2025-11-21,94,31,10,61.74,617.4,401,2025-11-25
402,2025-10-29,25,34,7,53.76,376.32,402,2025-11-01
403,2025-05-16,27,15,15,83.34,1250.1,403,2025-05-25
404,2025-07-03,26,37,15,71.88,1078.2,404,2025-07-10
405,2025-04-18,73,48,2,70.27,140.54,405,2025-04-23
406,2025-04-15,62,2,17,83.64,1421.88,406,2025-04-17
407,2025-11-03,79,5,11,110.76,1218.36,407,2025-11-09
408,2025-03-08,68,30,9,71.07,639.63,408,2025-03-11
409,2025-09-23,19,34,5,53.76,268.8,409,2025-09-29
410,2025-03-11,86,29,7,20.7,144.9,410,2025-03-15
411,2025-07-20,30,36,10,52.32,523.2,411,2025-07-27
412,2025-12-07,91,4,9,70.86,637.74,412,2025-12-11
413,2025-08-15,80,33,14,31.99,447.86,413,2025-08-16
414,2025-02-11,55,29,1,20.7,20.7,414,2025-02-16
415,2025-10-18,77,29,2,20.7,41.4,415,2025-10-23
416,2025-06-08,3,19,18,109.26,1966.68,416,2025-06-15
417,2025-02-06,90,46,1,23.69,23.69,417,2025-02-07
418,2025-07-06,55,1,8,23.14,185.12,418,2025-07-11
419,2025-07-20,22,14,10,100.81,1008.1,419,2025-07-27
420,2025-11-06,11,4,19,70.86,1346.34,420,2025-11-13
421,2025-01-14,12,24,3,31.01,93.03,421,2025-01-20
422,2025-08-13,94,30,11,71.07,781.77,422,2025-08-19
423,2025-12-22,22,33,7,31.99,223.93,423,2025-12-24
424,2025-12-08,5,10,10,27.7,277.0,424,2025-12-10
425,2025-04-24,88,26,15,62.71,940.65,425,2025-04-27
426,2025-01-11,3,15,9,83.34,750.06,426,2025-01-12
427,2025-10-29,11,48,9,70.27,632.43,427,2025-11-04
428,2025-10-22,60,10,9,27.7,249.3,428,2025-10-25
429,2025-03-29,99,30,6,71.07,426.42,429,2025-04-06
430,2025-07-19,5,28,5,106.07,530.35,430,2025-07-21
431,2025-04-09,7,11,9,48.98,440.82,431,2025-04-15
