order_id,order_date,customer_id,product_id,quantity,unit_price,order_value
81,2025-09-13,54,18,6,38.66,231.96
82,2025-07-18,63,36,4,52.32,209.28
83,2025-09-07,66,24,1,31.01,31.01
84,2025-10-17,80,49,15,25.15,377.25
85,2025-05-14,95,46,7,23.69,165.83
86,2025-05-17,39,39,3,56.36,169.08
87,2025-04-30,3,49,19,25.15,477.85
88,2025-09-19,97,48,2,70.27,140.54
89,2025-12-28,32,19,16,109.26,1748.16
90,2025-10-20,1,30,11,71.07,781.77
91,2025-12-28,18,48,7,70.27,491.89
92,2025-05-31,91,38,20,90.3,1806.0
93,2025-06-29,8,9,13,42.88,557.44
94,2025-01-13,91,17,16,100.37,1605.92
95,2025-01-29,44,23,11,51.8,569.8
96,2025-11-05,25,13,20,112.97,2259.4
97,2025-11-25,62,6,2,44.93,89.86
98,2025-02-26,6,16,3,107.15,321.45
99,2025-12-29,17,32,12,42.21,506.52
100,2025-08-21,96,11,12,48.98,587.76
101,2025-12-06,61,49,16,25.15,402.4
102,2025-10-12,52,10,18,27.7,498.6
103,2025-10-09,60,39,1,56.36,56.36
104,2025-05-16,100,30,19,71.07,1350.33
105,2025-02-05,40,14,12,100.81,1209.72
106,2025-12-13,74,43,11,69.72,766.92
107,2025-10-24,27,22,2,109.61,219.22
108,2025-12-03,53,24,11,31.01,341.11
109,2025-08-11,4,27,11,101.8,1119.8
110,2025-05-26,62,38,8,90.3,722.4
111,2025-10-11,44,33,6,31.99,191.94
112,2025-11-10,4,6,10,44.93,449.3
113,2025-06-30,70,37,19,71.88,1365.72
114,2025-04-20,36,33,1,31.99,31.99
115,2025-05-11,57,24,12,31.01,372.12
116,2025-09-11,82,18,6,38.66,231.96
117,2025-11-23,43,30,18,71.07,1279.26
118,2025-03-25,98,42,2,45.18,90.36
119,2025-08-17,36,16,2,107.15,214.3
120,2025-01-31,75,3,11,51.44,565.84
121,2025-09-22,97,1,3,23.14,69.42
122,2025-07-09,12,22,12,109.61,1315.32
123,2025-12-07,94,29,16,20.7,331.2
124,2025-11-09,79,10,6,27.7,166.2
125,2025-07-12,87,3,11,51.44,565.84
126,2025-06-02,17,15,20,83.34,1666.8
127,2025-01-23,21,7,9,61.04,549.36
128,2025-06-03,89,16,1,107.15,107.15
129,2025-08-10,6,45,11,48.48,533.28
130,2025-02-24,35,25,2,42.79,85.58
131,2025-07-01,79,37,9,71.88,646.92
132,2025-12-09,50,24,9,31.01,279.09
133,2025-10-03,95,28,19,106.07,2015.33
134,2025-12-18,60,27,15,101.8,1527.0
135,2025-06-30,23,30,8,71.07,568.56
136,2025-09-05,30,24,3,31.01,93.03
137,2025-02-16,40,49,15,25.15,377.25
138,2025-06-12,29,33,17,31.99,543.83
139,2025-05-04,28,44,2,50.09,100.18
140,2025-05-05,90,9,19,42.88,814.72
141,2025-07-25,29,39,18,56.36,1014.48
142,2025-09-26,91,35,17,114.29,1942.93
143,2025-06-14,26,16,12,107.15,1285.8
144,2025-07-16,46,14,13,100.81,1310.53
145,2025-01-22,81,29,6,20.7,124.2
146,2025-03-05,63,21,13,100.74,1309.62
147,2025-10-02,89,44,7,50.09,350.63
148,2025-06-14,94,6,19,44.93,853.67
149,2025-04-22,57,26,2,62.71,125.42
150,2025-08-30,46,14,16,100.81,1612.96
151,2025-06-04,51,8,16,95.56,1528.96
152,2025-02-26,73,3,12,51.44,617.28
153,2025-12-18,22,23,3,51.8,155.4
154,2025-03-08,93,42,4,45.18,180.72
155,2025-09-06,24,21,20,100.74,2014.8
156,2025-12-05,69,46,11,23.69,260.59
157,2025-01-05,48,29,14,20.7,289.8
158,2025-06-30,32,33,3,31.99,95.97
159,2025-05-23,34,3,18,51.44,925.92
160,2025-09-26,33,5,7,110.76,775.32
161,2025-06-09,68,30,17,71.07,1208.19
162,2025-09-10,41,38,19,90.3,1715.7
163,2025-01-18,26,22,12,109.61,1315.32
164,2025-09-01,87,18,16,38.66,618.56
165,2025-06-06,94,44,7,50.09,350.63
166,2025-07-14,95,35,19,114.29,2171.51
167,2025-02-16,73,45,15,48.48,727.2
168,2025-04-15,64,27,9,101.8,916.2
169,2025-10-09,17,10,8,27.7,221.6
170,2025-03-09,63,6,13,44.93,584.09
171,2025-05-27,83,12,19,36.12,686.28
172,2025-06-21,87,23,8,51.8,414.4
173,2025-07-30,52,16,19,107.15,2035.85
174,2025-08-16,56,20,18,73.93,1330.74
175,2025-05-28,29,9,2,42.88,85.76
176,2025-11-08,3,30,2,71.07,142.14
177,2025-03-28,92,29,8,20.7,165.6
178,2025-07-04,49,12,10,36.12,361.2
179,2025-08-30,45,2,3,83.64,250.92
180,2025-06-05,99,30,4,71.07,284.28
181,2025-12-13,52,29,8,20.7,165.6
182,2025-02-19,60,13,1,112.97,112.97
183,2025-11-27,67,16,2,107.15,214.3
184,2025-04-09,69,44,17,50.09,851.53
185,2025-09-01,67,20,18,73.93,1330.74
186,2025-05-28,7,7,10,61.04,610.4
187,2025-08-07,82,19,6,109.26,655.56
188,2025-10-08,41,27,11,101.8,1119.8
189,2025-12-21,70,10,16,27.7,443.2
190,2025-09-29,6,16,17,107.15,1821.55
191,2025-12-05,21,11,15,48.98,734.7
192,2025-07-26,2,25,11,42.79,470.69
193,2025-02-27,54,25,5,42.79,213.95
194,2025-03-22,60,25,17,42.79,727.43
195,2025-06-22,30,44,6,50.09,300.54
196,2025-09-09,58,42,13,45.18,587.34
197,2025-08-22,91,27,10,101.8,1018.0
198,2025-07-11,70,17,6,100.37,602.22
199,2025-12-31,23,50,18,47.86,861.48
200,2025-12-30,7,4,1,70.86,70.86
201,2025-01-14,28,43,3,69.72,209.16
202,2025-04-17,57,35,18,114.29,2057.22
203,2025-07-05,20,4,5,70.86,354.3
204,2025-08-09,91,28,7,106.07,742.49
205,2025-02-06,5,21,14,100.74,1410.36
206,2025-11-14,91,23,16,51.8,828.8
207,2025-12-17,93,45,15,48.48,727.2
208,2025-06-10,79,8,15,95.56,1433.4
209,2025-01-15,45,25,11,42.79,470.69
210,2025-01-23,73,34,8,53.76,430.08
211,2025-04-11,57,31,19,61.74,1173.06
212,2025-05-27,35,48,16,70.27,1124.32
213,2025-06-21,41,48,2,70.27,140.54
214,2025-05-18,62,35,12,114.29,1371.48
215,2025-04-08,4,21,12,100.74,1208.88
216,2025-10-03,68,2,17,83.64,1421.88
217,2025-06-30,82,45,5,48.48,242.4
218,2025-08-07,20,46,3,23.69,71.07
219,2025-03-20,82,17,14,100.37,1405.18
220,2025-07-25,68,20,1,73.93,73.93
221,2025-12-09,40,20,6,73.93,443.58
222,2025-08-07,37,32,2,42.21,84.42
223,2025-10-26,10,26,5,62.71,313.55
224,2025-02-01,65,42,1,45.18,45.18
225,2025-04-11,47,22,2,109.61,219.22
226,2025-11-22,58,46,12,23.69,284.28
227,2025-06-27,37,38,15,90.3,1354.5
228,2025-06-15,70,50,9,47.86,430.74
229,2025-02-27,74,21,12,100.74,1208.88
230,2025-11-04,10,7,13,61.04,793.52
231,2025-06-20,46,50,1,47.86,47.86
232,2025-02-07,52,39,2,56.36,112.72
233,2025-12-12,30,23,12,51.8,621.6
234,2025-11-06,26,14,14,100.81,1411.34
235,2025-05-15,11,18,3,38.66,115.98
236,2025-06-04,2,34,2,53.76,107.52
237,2025-05-06,47,15,12,83.34,1000.08
238,2025-08-24,13,44,11,50.09,550.99
239,2025-08-10,83,2,15,83.64,1254.6
240,2025-09-05,70,11,14,48.98,685.72
241,2025-10-08,32,30,8,71.07,568.56
242,2025-07-06,85,22,13,109.61,1424.93
243,2025-01-30,80,35,6,114.29,685.74
244,2025-12-14,87,39,18,56.36,1014.48
245,2025-12-29,38,37,9,71.88,646.92
246,2025-04-11,12,22,16,109.61,1753.76
247,2025-03-31,2,46,2,23.69,47.38
248,2025-05-18,62,4,2,70.86,141.72
249,2025-05-04,76,46,15,23.69,355.35
250,2025-01-18,48,39,7,56.36,394.52
251,2025-05-24,34,15,1,83.34,83.34
252,2025-08-22,47,40,1,117.18,117.18
253,2025-03-05,8,46,1,23.69,23.69
254,2025-11-22,18,11,16,48.98,783.68
255,2025-10-17,78,24,11,31.01,341.11
256,2025-02-03,43,30,7,71.07,497.49
257,2025-02-15,44,39,16,56.36,901.76
258,2025-02-22,56,35,12,114.29,1371.48
259,2025-05-27,12,37,15,71.88,1078.2
260,2025-06-22,34,44,20,50.09,1001.8
261,2025-03-03,16,14,13,100.81,1310.53
262,2025-05-07,74,9,2,42.88,85.76
263,2025-01-26,6,16,13,107.15,1392.95
264,2025-01-31,50,46,9,23.69,213.21
265,2025-10-21,31,23,19,51.8,984.2
266,2025-07-07,14,40,7,117.18,820.26
267,2025-11-30,10,2,19,83.64,1589.16
268,2025-06-24,42,14,11,100.81,1108.91
269,2025-04-23,92,2,6,83.64,501.84
270,2025-05-21,66,43,15,69.72,1045.8
271,2025-09-24,19,31,6,61.74,370.44
272,2025-03-22,49,35,17,114.29,1942.93
273,2025-03-02,15,36,10,52.32,523.2
274,2025-02-08,10,12,16,36.12,577.92
275,2025-05-21,1,20,10,73.93,739.3
276,2025-06-04,41,47,17,80.96,1376.32
277,2025-10-17,45,23,17,51.8,880.6
278,2025-01-05,29,26,17,62.71,1066.07
279,2025-12-09,34,22,18,109.61,1972.98
280,2025-10-21,36,9,11,42.88,471.68
281,2025-06-11,100,50,1,47.86,47.86
282,2025-04-07,86,48,20,70.27,1405.4
283,2025-08-19,5,41,7,116.24,813.68
284,2025-05-31,42,1,2,23.14,46.28
285,2025-10-25,92,1,7,23.14,161.98
286,2025-02-01,60,43,20,69.72,1394.4
287,2025-03-22,44,41,19,116.24,2208.56
288,2025-04-25,77,5,15,110.76,1661.4
289,2025-04-16,52,15,14,83.34,1166.76
290,2025-06-13,95,20,18,73.93,1330.74
291,2025-01-04,76,4,4,70.86,283.44
292,2025-11-02,22,17,14,100.37,1405.18
293,2025-11-15,74,9,8,42.88,343.04
294,2025-12-13,6,27,7,101.8,712.6
295,2025-04-15,61,11,19,48.98,930.62
296,2025-06-09,44,32,15,42.21,633.15
297,2025-12-27,42,14,18,100.81,1814.58
298,2025-10-15,26,17,14,100.37,1405.18
299,2025-08-25,84,14,12,100.81,1209.72
300,2025-12-02,40,29,18,20.7,372.6
301,2025-05-18,81,1,8,23.14,185.12
302,2025-03-30,92,12,17,36.12,614.04
303,2025-02-22,37,23,15,51.8,777.0
304,2025-11-12,92,49,11,25.15,276.65
305,2025-10-31,38,10,13,27.7,360.1
306,2025-12-30,94,31,6,61.74,370.44
307,2025-03-25,81,24,5,31.01,155.05
308,2025-04-01,34,38,8,90.3,722.4
309,2025-09-23,30,28,17,106.07,1803.19
310,2025-02-17,43,26,7,62.71,438.97
311,2025-12-10,54,3,13,51.44,668.72
312,2025-10-31,74,47,17,80.96,1376.32
313,2025-01-18,80,43,6,69.72,418.32
314,2025-08-03,47,14,5,100.81,504.05
315,2025-09-21,86,32,7,42.21,295.47
316,2025-03-18,5,16,3,107.15,321.45
317,2025-11-03,48,18,7,38.66,270.62
318,2025-12-16,26,37,13,71.88,934.44
319,2025-06-27,66,3,10,51.44,514.4
320,2025-08-05,62,14,1,100.81,100.81
321,2025-02-02,95,2,15,83.64,1254.6
322,2025-03-22,43,45,16,48.48,775.68
323,2025-06-03,18,43,19,69.72,1324.68
324,2025-10-14,65,36,5,52.32,261.6
325,2025-08-10,9,34,11,53.76,591.36
326,2025-09-11,36,46,6,23.69,142.14
327,2025-02-25,93,2,18,83.64,1505.52
328,2025-08-11,86,26,11,62.71,689.81
329,2025-09-28,55,26,6,62.71,376.26
330,2025-02-04,17,41,10,116.24,1162.4
331,2025-02-01,75,14,7,100.81,705.67
332,2025-11-30,77,43,18,69.72,1254.96
333,2025-09-12,11,10,19,27.7,526.3
334,2025-06-29,48,39,4,56.36,225.44
335,2025-05-05,42,10,20,27.7,554.0
336,2025-02-11,75,50,13,47.86,622.18
337,2025-08-03,30,37,9,71.88,646.92
338,2025-09-23,67,22,13,109.61,1424.93
339,2025-05-27,45,45,7,48.48,339.36
340,2025-07-24,27,33,14,31.99,447.86
341,2025-08-31,17,14,6,100.81,604.86
342,2025-07-25,35,30,1,71.07,71.07
343,2025-09-07,16,25,15,42.79,641.85
344,2025-01-02,61,25,16,42.79,684.64
345,2025-08-26,94,15,9,83.34,750.06
346,2025-01-16,27,47,1,80.96,80.96
347,2025-02-26,72,11,19,48.98,930.62
348,2025-12-29,12,15,5,83.34,416.7
349,2025-01-31,1,39,7,56.36,394.52
350,2025-02-18,31,31,13,61.74,802.62
351,2025-08-13,22,50,11,47.86,526.46
352,2025-08-22,71,15,9,83.34,750.06
353,2025-04-26,93,49,14,25.15,352.1
354,2025-02-11,76,6,3,44.93,134.79
355,2025-04-25,31,8,7,95.56,668.92
356,2025-06-01,17,11,16,48.98,783.68
357,2025-09-15,89,26,5,62.71,313.55
358,2025-06-06,15,18,5,38.66,193.3
359,2025-09-06,27,24,7,31.01,217.07
360,2025-05-28,54,45,2,48.48,96.96
361,2025-03-08,52,34,12,53.76,645.12
362,2025-11-11,59,5,13,110.76,1439.88
363,2025-02-23,12,44,14,50.09,701.26
364,2025-10-04,57,19,10,109.26,1092.6
365,2025-12-10,3,10,7,27.7,193.9
366,2025-04-01,29,35,9,114.29,1028.61
367,2025-05-24,20,14,11,100.81,1108.91
368,2025-02-09,60,26,15,62.71,940.65
369,2025-03-05,90,13,7,112.97,790.79
370,2025-03-18,82,25,18,42.79,770.22
371,2025-06-05,71,39,14,56.36,789.04
372,2025-01-17,70,30,13,71.07,923.91
373,2025-10-21,39,34,4,53.76,215.04
374,2025-10-15,41,5,16,110.76,1772.16
375,2025-04-24,64,10,15,27.7,415.5
376,2025-01-14,71,43,19,69.72,1324.68
377,2025-11-28,66,21,7,100.74,705.18
378,2025-11-17,97,37,1,71.88,71.88
379,2025-02-13,45,7,13,61.04,793.52
380,2025-04-01,8,7,16,61.04,976.64
381,2025-06-21,92,43,18,69.72,1254.96
382,2025-04-12,77,11,15,48.98,734.7
383,2025-05-18,73,24,14,31.01,434.14
384,2025-05-05,29,20,20,73.93,1478.6
385,2025-12-25,49,48,12,70.27,843.24
386,2025-01-03,95,5,10,110.76,1107.6
387,2025-12-10,4,41,11,116.24,1278.64
388,2025-12-12,17,31,3,61.74,185.22
389,2025-06-28,89,1,1,23.14,23.14
390,2025-07-08,84,25,6,42.79,256.74
391,2025-02-11,1,49,10,25.15,251.5
392,2025-08-10,62,29,10,20.7,207.0
393,2025-07-07,47,9,3,42.88,128.64
394,2025-03-05,7,17,7,100.37,702.59
395,2025-08-31,56,6,13,44.93,584.09
396,2025-08-17,51,47,2,80.96,161.92
397,2025-01-23,31,21,18,100.74,1813.32
398,2025-04-12,69,29,13,20.7,269.1
399,2025-04-20,82,48,5,70.27,351.35
400,2025-12-24,76,22,9,109.61,986.49
401,2025-11-21,94,31,10,61.74,617.4
402,2025-10-29,25,34,7,53.76,376.32
403,2025-05-16,27,15,15,83.34,1250.1
404,2025-07-03,26,37,15,71.88,1078.2
405,2025-04-18,73,48,2,70.27,140.54
406,2025-04-15,62,2,17,83.64,1421.88
407,2025-11-03,79,5,11,110.76,1218.36
408,2025-03-08,68,30,9,71.07,639.63
409,2025-09-23,19,34,5,53.76,268.8
410,2025-03-11,86,29,7,20.7,144.9
411,2025-07-20,30,36,10,52.32,523.2
412,2025-12-07,91,4,9,70.86,637.74
413,2025-08-15,80,33,14,31.99,447.86
414,2025-02-11,55,29,1,20.7,20.7
415,2025-10-18,77,29,2,20.7,41.4
416,2025-06-08,3,19,18,109.26,1966.68
417,2025-02-06,90,46,1,23.69,23.69
418,2025-07-06,55,1,8,23.14,185.12
419,2025-07-20,22,14,10,100.81,1008.1
420,2025-11-06,11,4,19,70.86,1346.34
421,2025-01-14,12,24,3,31.01,93.03
422,2025-08-13,94,30,11,71.07,781.77
423,2025-12-22,22,33,7,31.99,223.93
424,2025-12-08,5,10,10,27.7,277.0
425,2025-04-24,88,26,15,62.71,940.65
426,2025-01-11,3,15,9,83.34,750.06
427,2025-10-29,11,48,9,70.27,632.43
428,2025-10-22,60,10,9,27.7,249.3
429,2025-03-29,99,30,6,71.07,426.42
430,2025-07-19,5,28,5,106.07,530.35
431,2025-04-09,7,11,9,48.98,440.82
432,2025-07-03,26,25,5,42.79,213.95
433,2025-09-24,1,27,1,101.8,101.8
434,2025-06-26,49,46,16,23.69,379.04
435,2025-05-08,75,48,2,70.27,140.54
436,2025-03-21,39,12,10,36.12,361.2
437,2025-03-23,33,27,11,101.8,1119.8
438,2025-05-28,73,28,7,106.07,742.49
439,2025-09-14,10,18,8,38.66,309.28
440,2025-01-11,42,2,8,83.64,669.12
441,2025-06-13,37,16,11,107.15,1178.65
442,2025-04-02,18,15,5,83.34,416.7
443,2025-04-07,19,44,1,50.09,50.09
444,2025-04-03,37,38,11,90.3,993.3
445,2025-11-05,22,17,9,100.37,903.33
446,2025-03-18,18,41,18,116.24,2092.32
447,2025-07-01,69,33,13,31.99,415.87
448,2025-08-27,97,10,5,27.7,138.5
449,2025-05-21,46,36,2,52.32,104.64
450,2025-05-28,2,30,2,71.07,142.14
451,2025-07-12,60,43,9,69.72,627.48
452,2025-11-13,51,45,18,48.48,872.64
453,2025-06-26,74,35,2,114.29,228.58
454,2025-11-29,83,15,8,83.34,666.72
455,2025-02-16,70,28,18,106.07,1909.26
456,2025-11-26,54,12,9,36.12,325.08
457,2025-09-30,92,43,12,69.72,836.64
458,2025-02-01,15,38,2,90.3,180.6
459,2025-03-08,47,12,17,36.12,614.04
460,2025-03-08,59,49,6,25.15,150.9
461,2025-08-01,7,7,19,61.04,1159.76
462,2025-05-04,36,11,19,48.98,930.62
463,2025-10-02,100,28,15,106.07,1591.05
464,2025-03-26,85,30,6,71.07,426.42
465,2025-01-09,50,48,11,70.27,772.97
466,2025-07-11,86,49,20,25.15,503.0
467,2025-11-12,32,19,15,109.26,1638.9
468,2025-01-22,59,13,10,112.97,1129.7
469,2025-11-24,25,26,12,62.71,752.52
470,2025-09-29,15,3,2,51.44,102.88
471,2025-08-28,59,16,9,107.15,964.35
472,2025-03-27,21,29,13,20.7,269.1
473,2025-05-14,1,13,12,112.97,1355.64
474,2025-10-02,13,25,1,42.79,42.79
475,2025-11-16,75,4,1,70.86,70.86
476,2025-06-18,39,32,18,42.21,759.78
477,2025-12-06,75,6,16,44.93,718.88
478,2025-12-10,16,9,10,42.88,428.8
479,2025-05-27,15,29,11,20.7,227.7
480,2025-06-29,37,28,3,106.07,318.21
481,2025-07-11,48,27,11,101.8,1119.8
482,2025-05-29,13,13,4,112.97,451.88
483,2025-02-15,85,12,18,36.12,650.16
484,2025-10-08,66,9,3,42.88,128.64
485,2025-06-22,73,43,18,69.72,1254.96
486,2025-05-17,84,28,3,106.07,318.21
487,2025-05-18,81,4,7,70.86,496.02
488,2025-09-20,49,48,6,70.27,421.62
489,2025-01-26,90,34,15,53.76,806.4
490,2025-11-14,98,19,18,109.26,1966.68
491,2025-06-21,75,43,14,69.72,976.08
492,2025-04-27,17,42,1,45.18,45.18
493,2025-02-01,82,29,4,20.7,82.8
494,2025-03-16,76,30,8,71.07,568.56
495,2025-03-25,39,50,12,47.86,574.32
496,2025-12-24,23,4,4,70.86,283.44
497,2025-11-25,37,35,3,114.29,342.87
498,2025-01-31,87,15,4,83.34,333.36
499,2025-05-09,17,29,15,20.7,310.5
500,2025-12-18,45,45,5,48.48,242.4
501,2025-12-08,80,33,9,31.99,287.91
502,2025-12-09,28,45,2,48.48,96.96
503,2025-06-10,42,18,16,38.66,618.56
504,2025-03-10,6,29,14,20.7,289.8
505,2025-06-14,53,7,10,61.04,610.4
506,2025-02-01,75,11,18,48.98,881.64
507,2025-09-03,96,19,16,109.26,1748.16
508,2025-09-20,20,43,10,69.72,697.2
509,2025-01-11,42,4,5,70.86,354.3
510,2025-07-23,85,2,19,83.64,1589.16
511,2025-03-14,5,38,6,90.3,541.8
512,2025-03-26,70,50,16,47.86,765.76
513,2025-02-25,75,23,9,51.8,466.2
514,2025-05-18,56,42,17,45.18,768.06
515,2025-06-05,40,40,10,117.18,1171.8
516,2025-03-13,9,28,18,106.07,1909.26
517,2025-06-19,41,1,4,23.14,92.56
518,2025-06-10,26,46,10,23.69,236.9
519,2025-10-11,60,49,5,25.15,125.75
520,2025-07-25,11,16,16,107.15,1714.4
521,2025-07-15,75,10,13,27.7,360.1
522,2025-09-14,3,47,5,80.96,404.8
523,2025-11-04,41,47,14,80.96,1133.44
524,2025-08-01,3,31,2,61.74,123.48
525,2025-08-15,21,14,18,100.81,1814.58
526,2025-12-03,49,30,17,71.07,1208.19
527,2025-06-24,79,31,5,61.74,308.7
528,2025-06-22,49,23,9,51.8,466.2
529,2025-03-21,99,48,18,70.27,1264.86
530,2025-11-28,62,17,5,100.37,501.85
531,2025-05-29,75,47,11,80.96,890.56
532,2025-06-01,62,32,11,42.21,464.31
533,2025-02-09,80,26,12,62.71,752.52
534,2025-04-17,51,9,18,42.88,771.84
535,2025-11-23,85,21,16,100.74,1611.84
536,2025-08-08,53,24,9,31.01,279.09
537,2025-03-21,9,4,1,70.86,70.86
538,2025-09-09,91,8,6,95.56,573.36
539,2025-07-12,55,39,1,56.36,56.36
540,2025-01-14,31,40,20,117.18,2343.6
541,2025-04-25,30,6,6,44.93,269.58
542,2025-01-21,82,42,11,45.18,496.98
543,2025-08-26,21,47,5,80.96,404.8
544,2025-05-22,72,31,7,61.74,432.18
545,2025-09-20,25,47,19,80.96,1538.24
546,2025-02-10,27,50,12,47.86,574.32
547,2025-11-15,42,9,16,42.88,686.08
548,2025-06-13,99,31,17,61.74,1049.58
549,2025-09-11,34,29,5,20.7,103.5
550,2025-04-21,3,46,16,23.69,379.04
551,2025-10-03,97,24,18,31.01,558.18
552,2025-10-30,90,45,1,48.48,48.48
553,2025-06-26,37,45,12,48.48,581.76
554,2025-06-01,100,4,1,70.86,70.86
555,2025-07-09,55,29,4,20.7,82.8
556,2025-07-09,68,50,14,47.86,670.04
557,2025-08-19,47,36,7,52.32,366.24
558,2025-05-13,93,39,12,56.36,676.32
559,2025-08-05,89,49,14,25.15,352.1
560,2025-05-06,85,36,16,52.32,837.12
561,2025-02-23,76,6,13,44.93,584.09
562,2025-10-26,38,31,7,61.74,432.18
563,2025-07-06,5,45,20,48.48,969.6
564,2025-09-09,91,37,4,71.88,287.52
565,2025-10-11,89,11,16,48.98,783.68
566,2025-12-13,29,3,10,51.44,514.4
567,2025-06-23,78,50,1,47.86,47.86
568,2025-10-27,6,12,2,36.12,72.24
569,2025-05-23,78,14,6,100.81,604.86
570,2025-04-22,19,20,14,73.93,1035.02
571,2025-04-09,73,49,14,25.15,352.1
572,2025-07-08,11,37,11,71.88,790.68
573,2025-02-12,64,28,15,106.07,1591.05
574,2025-03-23,51,18,19,38.66,734.54
575,2025-06-12,97,46,20,23.69,473.8
576,2025-07-25,62,25,1,42.79,42.79
577,2025-05-07,67,47,12,80.96,971.52
578,2025-11-30,45,47,17,80.96,1376.32
579,2025-11-22,73,50,13,47.86,622.18
580,2025-07-02,58,27,10,101.8,1018.0
581,2025-08-25,22,39,9,56.36,507.24
582,2025-01-24,28,17,15,100.37,1505.55
583,2025-03-26,41,19,18,109.26,1966.68
584,2025-04-15,72,25,12,42.79,513.48
585,2025-04-23,61,47,3,80.96,242.88
586,2025-09-08,87,11,1,48.98,48.98
587,2025-02-12,64,5,13,110.76,1439.88
588,2025-05-23,62,15,6,83.34,500.04
589,2025-05-30,48,24,10,31.01,310.1
590,2025-06-13,82,28,15,106.07,1591.05
591,2025-12-05,56,8,5,95.56,477.8
592,2025-12-19,91,39,14,56.36,789.04
593,2025-03-12,10,43,18,69.72,1254.96
594,2025-12-12,100,40,19,117.18,2226.42
595,2025-06-18,61,50,5,47.86,239.3
596,2025-01-28,33,16,13,107.15,1392.95
597,2025-11-20,32,20,10,73.93,739.3
598,2025-12-04,92,9,5,42.88,214.4
599,2025-01-21,12,32,9,42.21,379.89
